iShares MSCI ACWI ETF
Fund Holdings as of,"Mar 17, 2025"
Inception Date,"Mar 26, 2008"
Shares Outstanding,"160,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","977,687.90","0.01","977,687.90","65,000.00","15.04","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"HDFCAMC","HDFC ASSET MANAGEMENT COMPANY LTD","Financials","Equity","965,698.08","0.01","965,698.08","22,373.00","43.16","India","National Stock Exchange Of India","USD","86.80","INR","-"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","967,311.95","0.01","967,311.95","155,000.00","6.24","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"086280","HYUNDAI GLOVIS LTD","Industrials","Equity","962,134.41","0.01","962,134.41","11,446.00","84.06","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"5110","SAUDI ELECTRICITY","Utilities","Equity","960,002.37","0.01","960,002.37","223,911.00","4.29","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"CEN","CONTACT ENERGY LTD","Utilities","Equity","960,569.08","0.01","960,569.08","192,228.00","5.00","New Zealand","New Zealand Exchange Ltd","USD","1.72","NZD","-"
"3898","ZHUZHOU CRRC TIMES ELECTRIC LTD H","Industrials","Equity","960,932.71","0.01","960,932.71","216,100.00","4.45","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"CDR","CD PROJEKT SA","Communication","Equity","956,805.01","0.01","956,805.01","16,970.00","56.38","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","3.83","PLN","-"
"3533","LOTES LTD","Information Technology","Equity","957,314.67","0.01","957,314.67","20,000.00","47.87","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"IOC","INDIAN OIL CORP LTD","Energy","Equity","948,835.88","0.01","948,835.88","663,606.00","1.43","India","National Stock Exchange Of India","USD","86.80","INR","-"
"3692","HANSOH PHARMACEUTICAL GROUP LTD","Health Care","Equity","948,878.99","0.01","948,878.99","386,000.00","2.46","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","949,191.10","0.01","949,191.10","314,500.00","3.02","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BCVN","BC VAUD N","Financials","Equity","947,774.98","0.00","947,774.98","8,778.00","107.97","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"HTO","HELLENIC TELECOMMUNICATIONS ORGANI","Communication","Equity","943,191.42","0.00","943,191.42","56,482.00","16.70","Greece","Athens Exchange S.A. Cash Market","USD","0.92","EUR","-"
"MARK","MASRAF AL RAYAN","Financials","Equity","943,792.87","0.00","943,792.87","1,481,824.00","0.64","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","944,187.77","0.00","944,187.77","167,071.00","5.65","India","National Stock Exchange Of India","USD","86.80","INR","-"
"TIINDIA","TUBE INVESTMENTS OF INDIA LTD","Consumer Discretionary","Equity","941,457.44","0.00","941,457.44","28,838.00","32.65","India","National Stock Exchange Of India","USD","86.80","INR","-"
"BKW","BKW N AG","Utilities","Equity","941,777.25","0.00","941,777.25","5,428.00","173.50","Switzerland","SIX Swiss Exchange","USD","0.88","CHF","-"
"9143","SG HOLDINGS LTD","Industrials","Equity","939,371.99","0.00","939,371.99","86,200.00","10.90","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"2618","EVA AIRWAYS CORP","Industrials","Equity","939,711.90","0.00","939,711.90","729,000.00","1.29","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"2353","ACER","Information Technology","Equity","933,972.55","0.00","933,972.55","806,000.00","1.16","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"OMU","OLD MUTUAL LIMITED LTD","Financials","Equity","934,404.15","0.00","934,404.15","1,454,076.00","0.64","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"GLBE","GLOBAL E ONLINE LTD","Consumer Discretionary","Equity","931,791.52","0.00","931,791.52","25,136.00","37.07","Israel","NASDAQ","USD","1.00","USD","-"
"SOF","SOFINA SA","Financials","Equity","932,813.18","0.00","932,813.18","3,672.00","254.03","Belgium","Nyse Euronext - Euronext Brussels","USD","0.92","EUR","-"
"BOUBYAN","BOUBYAN BANK","Financials","Equity","930,202.67","0.00","930,202.67","439,953.00","2.11","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"MOL","MOL HUNGARIAN OIL AND GAS","Energy","Equity","930,922.57","0.00","930,922.57","119,126.00","7.81","Hungary","Budapest Stock Exchange","USD","364.19","HUF","-"
"6969","SMOORE INTERNATIONAL HOLDINGS LTD","Consumer Staples","Equity","931,298.10","0.00","931,298.10","536,000.00","1.74","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"8210","BUPA ARABIA","Financials","Equity","923,982.99","0.00","923,982.99","19,939.00","46.34","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"601166","INDUSTRIAL BANK LTD A","Financials","Equity","925,352.11","0.00","925,352.11","305,400.00","3.03","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"1336","NEW CHINA LIFE INSURANCE COMPANY L","Financials","Equity","923,640.25","0.00","923,640.25","231,500.00","3.99","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Equity","919,916.91","0.00","919,916.91","2,065,879.00","0.45","Turkey","Istanbul Stock Exchange","USD","36.63","TRY","-"
"BCI","BANCO DE CREDITO E INVERSION","Financials","Equity","914,354.43","0.00","914,354.43","25,196.00","36.29","Chile","Santiago Stock Exchange","USD","921.75","CLP","-"
"DEMANT","DEMANT","Health Care","Equity","914,674.66","0.00","914,674.66","24,815.00","36.86","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"PE&OLES*","INDUST PENOLES","Materials","Equity","915,839.42","0.00","915,839.42","45,395.00","20.17","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"300059","EAST MONEY INFORMATION LTD A","Financials","Equity","914,052.52","0.00","914,052.52","274,360.00","3.33","China","Shenzhen Stock Exchange","USD","7.24","CNY","-"
"HLBANK","HONG LEONG BANK","Financials","Equity","910,542.18","0.00","910,542.18","198,400.00","4.59","Malaysia","Bursa Malaysia","USD","4.45","MYR","-"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","911,313.98","0.00","911,313.98","331,800.00","2.75","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"PIIND","P.I. INDUSTRIES LTD","Materials","Equity","909,326.50","0.00","909,326.50","23,399.00","38.86","India","National Stock Exchange Of India","USD","86.80","INR","-"
"SHREECEM","SHREE CEMENT LTD","Materials","Equity","910,308.04","0.00","910,308.04","2,849.00","319.52","India","National Stock Exchange Of India","USD","86.80","INR","-"
"600809","SHANXI XINGHUACUN FEN WINE FACTORY","Consumer Staples","Equity","905,863.20","0.00","905,863.20","28,600.00","31.67","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"GRF","GRIFOLS SA CLASS A","Health Care","Equity","906,595.84","0.00","906,595.84","87,324.00","10.38","Spain","Bolsa De Madrid","USD","0.92","EUR","-"
"ROCK B","ROCKWOOL INTERNATIONAL B","Industrials","Equity","903,232.77","0.00","903,232.77","1,927.00","468.72","Denmark","Omx Nordic Exchange Copenhagen A/S","USD","6.83","DKK","-"
"1658","POSTAL SAVINGS BANK OF CHINA LTD H","Financials","Equity","900,698.86","0.00","900,698.86","1,333,000.00","0.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MYR","MYR CASH","Cash and/or Derivatives","Cash","895,564.72","0.00","895,564.72","3,980,785.00","22.50","Malaysia","-","USD","4.45","MYR","-"
"034730","SK INC","Industrials","Equity","895,369.53","0.00","895,369.53","9,380.00","95.46","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"COLPAL","COLGATE PALMOLIVE INDIA LTD","Consumer Staples","Equity","897,094.74","0.00","897,094.74","32,670.00","27.46","India","National Stock Exchange Of India","USD","86.80","INR","-"
"688256","CAMBRICON TECHNOLOGIES CORPORATION","Information Technology","Equity","894,410.47","0.00","894,410.47","8,600.00","104.00","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"902","HUANENG POWER INTERNATIONAL INC H","Utilities","Equity","887,734.56","0.00","887,734.56","1,526,000.00","0.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"247540","ECOPRO BM LTD","Industrials","Equity","888,129.58","0.00","888,129.58","11,605.00","76.53","Korea (South)","Korea Exchange (Kosdaq)","USD","1,447.80","KRW","-"
"WLK","WESTLAKE CORP","Materials","Equity","886,827.15","0.00","886,827.15","8,235.00","107.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","884,441.91","0.00","884,441.91","71,325.00","12.40","India","National Stock Exchange Of India","USD","86.80","INR","-"
"1347","HUA HONG SEMICONDUCTOR LTD","Information Technology","Equity","885,428.20","0.00","885,428.20","182,000.00","4.86","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"12","HENDERSON LAND DEVELOPMENT LTD","Real Estate","Equity","883,178.31","0.00","883,178.31","299,003.00","2.95","Hong Kong","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industrials","Equity","875,518.80","0.00","875,518.80","20,000.00","43.78","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"4300","DAR AL ARKAN REAL ESTATE DEVELOPME","Real Estate","Equity","876,226.65","0.00","876,226.65","168,874.00","5.19","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","872,489.32","0.00","872,489.32","24,000.00","36.35","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"763","ZTE CORP H","Information Technology","Equity","871,590.00","0.00","871,590.00","243,600.00","3.58","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","867,120.08","0.00","867,120.08","174,031.00","4.98","Turkey","Istanbul Stock Exchange","USD","36.63","TRY","-"
"AMRT","PT SUMBER ALFARIA TRIJAYA","Consumer Staples","Equity","865,020.73","0.00","865,020.73","5,838,000.00","0.15","Indonesia","Indonesia Stock Exchange","USD","16,400.00","IDR","-"
"600030","CITIC SECURITIES LTD A","Financials","Equity","865,052.27","0.00","865,052.27","224,423.00","3.85","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"1818","ZHAOJIN MINING INDUSTRY LTD H","Materials","Equity","866,139.41","0.00","866,139.41","444,500.00","1.95","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Utilities","Equity","861,499.77","0.00","861,499.77","30,320.00","28.41","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"SALM","SALMAR","Consumer Staples","Equity","861,552.08","0.00","861,552.08","17,034.00","50.58","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"FIBRAPL14","PROLOGIS PROPERTY MEXICO REIT SA","Real Estate","Equity","859,278.33","0.00","859,278.33","261,150.00","3.29","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"PPC","PUBLIC POWER CORPORATION SA","Utilities","Equity","859,636.73","0.00","859,636.73","57,244.00","15.02","Greece","Athens Exchange S.A. Cash Market","USD","0.92","EUR","-"
"9863","ZHEJIANG LEAPMOTOR TECHNOLOGY LTD","Consumer Discretionary","Equity","859,724.83","0.00","859,724.83","138,300.00","6.22","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Equity","856,864.78","0.00","856,864.78","16,751.00","51.15","Sweden","Nasdaq Omx Nordic","USD","10.08","SEK","-"
"002475","LUXSHARE PRECISION INDUSTRY LTD A","Information Technology","Equity","851,572.79","0.00","851,572.79","151,340.00","5.63","China","Shenzhen Stock Exchange","USD","7.24","CNY","-"
"WHL","WOOLWORTHS HOLDING LTD","Consumer Discretionary","Equity","851,796.93","0.00","851,796.93","286,667.00","2.97","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"PHOENIXLTD","PHOENIX MILLS LTD","Real Estate","Equity","853,092.90","0.00","853,092.90","47,457.00","17.98","India","National Stock Exchange Of India","USD","86.80","INR","-"
"QBR.B","QUEBECOR INC CLASS B","Communication","Equity","849,775.34","0.00","849,775.34","33,521.00","25.35","Canada","Toronto Stock Exchange","USD","1.43","CAD","-"
"916","CHINA LONGYUAN POWER GROUP CORP LT","Utilities","Equity","850,492.93","0.00","850,492.93","1,059,000.00","0.80","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"002714","MUYUAN FOODS LTD A","Consumer Staples","Equity","851,229.91","0.00","851,229.91","156,912.00","5.42","China","Shenzhen Stock Exchange","USD","7.24","CNY","-"
"CDB","CELCOMDIGI","Communication","Equity","848,695.39","0.00","848,695.39","1,068,683.00","0.79","Malaysia","Bursa Malaysia","USD","4.45","MYR","-"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","849,612.59","0.00","849,612.59","149,060.00","5.70","India","National Stock Exchange Of India","USD","86.80","INR","-"
"ZAIN","MOBILE TEL","Communication","Equity","847,178.95","0.00","847,178.95","560,960.00","1.51","Kuwait","Kuwait Stock Exchange","USD","0.31","KWD","-"
"ALI","AYALA LAND INC","Real Estate","Equity","844,527.33","0.00","844,527.33","2,185,000.00","0.39","Philippines","Philippine Stock Exchange Inc.","USD","57.31","PHP","-"
"601211","GUOTAI JUNAN SECURITIES LTD A","Financials","Equity","842,080.52","0.00","842,080.52","341,932.00","2.46","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"JUBLFOOD","JUBILANT FOODWORKS LTD","Consumer Discretionary","Equity","842,442.35","0.00","842,442.35","118,201.00","7.13","India","National Stock Exchange Of India","USD","86.80","INR","-"
"1326","FORMOSA CHEMICALS & FIBRE CORP","Materials","Equity","841,479.60","0.00","841,479.60","948,000.00","0.89","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","837,411.52","0.00","837,411.52","9,873.00","84.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","837,704.96","0.00","837,704.96","5,760,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"2409","AUO CORP","Information Technology","Equity","835,292.19","0.00","835,292.19","1,790,400.00","0.47","Taiwan","Taiwan Stock Exchange","USD","33.01","TWD","-"
"322","TINGYI (CAYMAN ISLANDS) HOLDINGS C","Consumer Staples","Equity","833,457.75","0.00","833,457.75","502,000.00","1.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"MOTHERSON","SAMVARDHANA MOTHERSON INTERNATIONA","Consumer Discretionary","Equity","833,795.87","0.00","833,795.87","598,186.00","1.39","India","National Stock Exchange Of India","USD","86.80","INR","-"
"1585","YADEA GROUP HOLDINGS LTD","Consumer Discretionary","Equity","831,177.12","0.00","831,177.12","446,000.00","1.86","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"270","GUANGDONG INVESTMENT LTD","Utilities","Equity","831,300.68","0.00","831,300.68","1,022,000.00","0.81","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","829,076.90","0.00","829,076.90","1,783.00","464.99","India","National Stock Exchange Of India","USD","86.80","INR","-"
"6488","GLOBALWAFERS LTD","Information Technology","Equity","829,182.95","0.00","829,182.95","71,000.00","11.68","Taiwan","Gretai Securities Market","USD","33.01","TWD","-"
"EMAARDEV","EMAAR DEVELOPMENT","Real Estate","Equity","829,753.48","0.00","829,753.48","240,904.00","3.44","United Arab Emirates","Dubai Financial Market","USD","3.67","AED","-"
"FDJU","FDJ UNITED","Consumer Discretionary","Equity","823,829.54","0.00","823,829.54","24,748.00","33.29","France","Nyse Euronext - Euronext Paris","USD","0.92","EUR","-"
"HIK","HIKMA PHARMACEUTICALS PLC","Health Care","Equity","824,653.13","0.00","824,653.13","31,286.00","26.36","United Kingdom","London Stock Exchange","USD","0.77","GBP","-"
"600309","WANHUA CHEMICAL GROUP LTD A","Materials","Equity","819,423.95","0.00","819,423.95","83,653.00","9.80","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"4716","ORACLE JAPAN CORP","Information Technology","Equity","820,677.82","0.00","820,677.82","8,800.00","93.26","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"4151","KYOWA KIRIN LTD","Health Care","Equity","818,417.53","0.00","818,417.53","55,800.00","14.67","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"MEL","MERIDIAN ENERGY LTD","Utilities","Equity","815,657.71","0.00","815,657.71","262,386.00","3.11","New Zealand","New Zealand Exchange Ltd","USD","1.72","NZD","-"
"601816","BEIJING-SHANGHAI HIGH SPEED RAILWA","Industrials","Equity","816,171.86","0.00","816,171.86","1,055,300.00","0.77","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","814,593.94","0.00","814,593.94","717,600.00","1.14","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","Jan 01, 1998"
"REM","REMGRO LTD","Financials","Equity","808,673.40","0.00","808,673.40","98,028.00","8.25","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"JFC","JOLLIBEE FOODS CORP","Consumer Discretionary","Equity","809,014.53","0.00","809,014.53","179,700.00","4.50","Philippines","Philippine Stock Exchange Inc.","USD","57.31","PHP","-"
"FUNO11","FIBRA UNO ADMINISTRACION REIT","Real Estate","Equity","802,382.96","0.00","802,382.96","674,500.00","1.19","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"YESBANK","YES BANK LTD","Financials","Equity","802,806.35","0.00","802,806.35","4,325,549.00","0.19","India","National Stock Exchange Of India","USD","86.80","INR","-"
"JINDALSTEL","JINDAL STEEL AND POWER LTD","Materials","Equity","801,083.86","0.00","801,083.86","77,498.00","10.34","India","National Stock Exchange Of India","USD","86.80","INR","-"
"600016","CHINA MINSHENG BANKING CORP LTD A","Financials","Equity","798,986.14","0.00","798,986.14","1,388,200.00","0.58","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"VBBR3","VIBRA ENERGIA SA","Consumer Discretionary","Equity","794,556.50","0.00","794,556.50","255,198.00","3.11","Brazil","XBSP","USD","5.69","BRL","-"
"TIMS3","TIM SA","Communication","Equity","788,309.02","0.00","788,309.02","258,594.00","3.05","Brazil","XBSP","USD","5.69","BRL","-"
"960","LONGFOR GROUP HOLDINGS LTD","Real Estate","Equity","781,448.69","0.00","781,448.69","555,000.00","1.41","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"390","CHINA RAILWAY GROUP LTD H","Industrials","Equity","781,643.03","0.00","781,643.03","1,507,000.00","0.52","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"002371","NAURA TECHNOLOGY GROUP LTD A","Information Technology","Equity","777,983.62","0.00","777,983.62","12,900.00","60.31","China","Shenzhen Stock Exchange","USD","7.24","CNY","-"
"INDF","INDOFOOD SUKSES MAKMUR","Consumer Staples","Equity","778,203.20","0.00","778,203.20","1,754,300.00","0.44","Indonesia","Indonesia Stock Exchange","USD","16,400.00","IDR","-"
"VOD","VODACOM GROUP LTD","Communication","Equity","778,381.77","0.00","778,381.77","119,982.00","6.49","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"GJF","GJENSIDIGE FORSIKRING","Financials","Equity","778,810.98","0.00","778,810.98","33,914.00","22.96","Norway","Oslo Bors Asa","USD","10.54","NOK","-"
"KLBN11","KLABIN UNITS SA","Materials","Equity","776,931.07","0.00","776,931.07","222,747.00","3.49","Brazil","XBSP","USD","5.69","BRL","-"
"1209","CHINA RESOURCES MIXC LIFESTYLE SER","Real Estate","Equity","774,331.39","0.00","774,331.39","178,000.00","4.35","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"OMAB","GRUPO AEROPORTUARIO DEL CENTRO NOR","Industrials","Equity","775,384.55","0.00","775,384.55","76,200.00","10.18","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","775,601.33","0.00","775,601.33","206,830.00","3.75","India","National Stock Exchange Of India","USD","86.80","INR","-"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","775,611.91","0.00","775,611.91","31,273.00","24.80","South Africa","Johannesburg Stock Exchange","USD","18.08","ZAR","-"
"966","CHINA TAIPING INSURANCE HLDGS LTD","Financials","Equity","772,699.43","0.00","772,699.43","459,000.00","1.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"NEXI","NEXI","Financials","Equity","773,308.40","0.00","773,308.40","135,023.00","5.73","Italy","Borsa Italiana","USD","0.92","EUR","-"
"CCRO3","COMPANHIA CONCESSOES RODOVIARIAS S","Industrials","Equity","773,518.55","0.00","773,518.55","363,928.00","2.13","Brazil","XBSP","USD","5.69","BRL","-"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","770,700.10","0.00","770,700.10","7,519.00","102.50","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"GRUMAB","GRUMA","Consumer Staples","Equity","771,661.83","0.00","771,661.83","42,125.00","18.32","Mexico","Bolsa Mexicana De Valores","USD","19.90","MXN","-"
"SOLARINDS","SOLAR INDUSTRIES INDIA LTD","Materials","Equity","762,797.89","0.00","762,797.89","6,563.00","116.23","India","National Stock Exchange Of India","USD","86.80","INR","-"
"AZRG","AZRIELI GROUP LTD","Real Estate","Equity","763,728.87","0.00","763,728.87","10,219.00","74.74","Israel","Tel Aviv Stock Exchange","USD","3.65","ILS","-"
"688041","HYGON INFORMATION TECHNOLOGY LTD A","Information Technology","Equity","761,207.53","0.00","761,207.53","35,544.00","21.42","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"600000","SHANGHAI PUDONG DEVELOPMENT BANK L","Financials","Equity","761,679.76","0.00","761,679.76","519,365.00","1.47","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"TPIA","CHANDRA ASRI PACIFIC","Materials","Equity","761,847.11","0.00","761,847.11","1,878,841.00","0.41","Indonesia","Indonesia Stock Exchange","USD","16,400.00","IDR","-"
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","756,085.13","0.00","756,085.13","330,692.00","2.29","India","National Stock Exchange Of India","USD","86.80","INR","-"
"352820","HYBE LTD","Communication","Equity","754,146.29","0.00","754,146.29","4,578.00","164.73","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"LTM","LATAM AIRLINES GROUP SA","Industrials","Equity","749,549.35","0.00","749,549.35","46,556,409.00","0.02","Chile","Santiago Stock Exchange","USD","921.75","CLP","-"
"1898","CHINA COAL ENERGY LTD H","Energy","Equity","749,581.71","0.00","749,581.71","695,000.00","1.08","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"384","CHINA GAS HOLDINGS LTD","Utilities","Equity","737,817.19","0.00","737,817.19","772,600.00","0.95","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"PCHEM","PETRONAS CHEMICALS GROUP","Materials","Equity","737,366.03","0.00","737,366.03","871,700.00","0.85","Malaysia","Bursa Malaysia","USD","4.45","MYR","-"
"144","CHINA MERCHANTS PORT HOLDINGS LTD","Industrials","Equity","734,876.06","0.00","734,876.06","444,000.00","1.66","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"003670","POSCO FUTURE M LTD","Industrials","Equity","732,816.20","0.00","732,816.20","7,807.00","93.87","Korea (South)","Korea Exchange (Stock Market)","USD","1,447.80","KRW","-"
"600989","NINGXIA BAOFENG ENERGY GROUP LTD A","Materials","Equity","730,638.92","0.00","730,638.92","304,200.00","2.40","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"603288","FOSHAN HAI TIAN FLAVOURING & FOOD","Consumer Staples","Equity","731,013.48","0.00","731,013.48","125,621.00","5.82","China","Shanghai Stock Exchange","USD","7.24","CNY","-"
"9201","JAPAN AIRLINES LTD","Industrials","Equity","731,073.94","0.00","731,073.94","42,000.00","17.41","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"BVN","BUENAVENTURA ADR REPRESENTING","Materials","Equity","728,270.19","0.00","728,270.19","47,321.00","15.39","Peru","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ADNOCDIST","ABU DHABI NATIONAL OIL COMPANY FOR","Consumer Discretionary","Equity","729,980.21","0.00","729,980.21","774,855.00","0.94","United Arab Emirates","Abu Dhabi Securities Exchange","USD","3.67","AED","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","726,717.02","0.00","726,717.02","25,206.00","28.83","Hungary","Budapest Stock Exchange","USD","364.19","HUF","-"
"ABB","ABB INDIA LTD","Industrials","Equity","725,662.89","0.00","725,662.89","12,142.00","59.76","India","National Stock Exchange Of India","USD","86.80","INR","-"
"HYUNDAI","HYUNDAI MOTOR INDIA LTD","Consumer Discretionary","Equity","720,867.57","0.00","720,867.57","39,148.00","18.41","India","National Stock Exchange Of India","USD","86.80","INR","-"
"2611","GUOTAI JUNAN SECURITIES COPORATION","Financials","Equity","717,060.19","0.00","717,060.19","463,512.00","1.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.77","HKD","-"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","718,047.54","0.00","718,047.54","44,160.00","16.26","India","National Stock Exchange Of India","USD","86.80","INR","-"
"FALABELLA","FALABELLA SACI SA","Consumer Discretionary","Equity","716,491.93","0.00","716,491.93","170,213.00","4.21","Chile","Santiago Stock Exchange","USD","921.75","CLP","-"
"EDPR","EDP RENOVAVEIS SA","Utilities","Equity","713,077.85","0.00","713,077.85","77,222.00","9.23","Portugal","Nyse Euronext - Euronext Lisbon","USD","0.92","EUR","-"
"1111","SAUDI TADAWUL GROUP CO","Financials","Equity","705,925.50","0.00","705,925.50","12,524.00","56.37","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"000166","SHENWAN HONGYUAN GROUP LTD A","Financials","Equity","705,951.74","0.00","705,951.74","992,700.00","0.71","China","Shenzhen Stock Exchange","USD","7.24","CNY","-"
"GODREJPROP","GODREJ PROPERTIES LTD","Real Estate","Equity","704,715.45","0.00","704,715.45","30,995.00","22.74","India","National Stock Exchange Of India","USD","86.80","INR","-"
"9202","ANA HOLDINGS INC","Industrials","Equity","704,933.87","0.00","704,933.87","37,000.00","19.05","Japan","Tokyo Stock Exchange","USD","148.57","JPY","-"
"ENELAM","ENEL AMERICAS SA","Utilities","Equity","705,212.62","0.00","705,212.62","7,224,158.00","0.10","Chile","Santiago Stock Exchange","USD","921.75","CLP","-"
